CRIM,ZN,INDUS,CHAS,NOX,RM,DIS,TAX,PTRATIO,LSTAT,AGE_middle-aged,AGE_old,AGE_young,RAD_high,RAD_low,RAD_medium
0.08244,30.0,4.93,0.0,0.428,6.481,3.780305764966741,300.0,16.6,6.36,0,0,1,0,0,1
0.09252,30.0,4.93,0.0,0.428,6.606,6.1899,300.0,16.6,7.37,1,0,0,0,0,1
0.11329,30.0,11.116921397379913,0.0,0.5537947136563877,6.897,6.3361,300.0,16.6,11.38,0,0,0,0,0,1
0.10612,30.0,4.93,0.0,0.428,6.095,6.3361,300.0,16.6,12.4,0,1,0,0,0,1
0.1029,30.0,4.93,0.0,0.428,6.358,7.0355,407.86170212765956,16.6,11.22,1,0,0,0,0,1
3.4665813199105147,30.0,4.93,0.0,0.428,6.393,7.0355,300.0,16.6,5.19,0,0,1,0,0,1
0.20608,22.0,5.86,0.0,0.431,5.593,7.9549,330.0,19.1,12.5,0,1,0,0,0,1
0.19133,22.0,5.86,0.0,0.431,5.605,7.9549,330.0,19.1,18.46,0,1,0,0,0,1
0.33983,22.0,5.86,0.06798245614035088,0.431,6.108,3.780305764966741,330.0,19.1,9.16,1,0,0,0,0,1
0.19657,11.61147186147186,5.86,0.0,0.431,6.266619256017506,3.780305764966741,330.0,19.1,10.15,0,1,0,0,0,1
0.16439,22.0,5.86,0.0,0.431,6.433,7.8265,330.0,19.1,9.52,1,0,0,0,0,1
0.19073,22.0,5.86,0.0,0.431,6.718,7.8265,330.0,19.1,6.56,0,0,1,0,0,1
3.4665813199105147,22.0,5.86,0.0,0.431,6.487,7.3967,330.0,19.1,5.9,0,0,0,0,0,1
0.21409,22.0,5.86,0.0,0.431,6.438,7.3967,330.0,19.1,3.59,0,0,1,0,0,1
0.08221,22.0,5.86,0.0,0.431,6.957,8.9067,330.0,19.1,3.53,0,0,1,0,0,1
0.36894,22.0,5.86,0.0,0.431,8.259,8.9067,330.0,19.1,3.54,0,0,0,0,0,1
0.04819,80.0,3.64,0.0,0.392,6.108,9.2203,315.0,16.4,6.57,1,0,0,0,1,0
0.03548,80.0,3.64,0.0,0.392,5.876,9.2203,315.0,16.4,12.645822510822512,0,0,1,0,1,0
0.01538,90.0,3.75,0.0,0.394,6.266619256017506,6.3361,244.0,15.9,3.11,1,0,0,0,1,0
0.61154,20.0,3.97,0.06798245614035088,0.647,8.704,1.801,264.0,13.0,5.12,0,1,0,0,0,1
0.66351,20.0,11.116921397379913,0.0,0.647,7.333,1.8946,264.0,18.426431718061675,7.79,0,1,0,0,0,1
0.65665,20.0,3.97,0.0,0.647,6.842,2.0107,264.0,13.0,6.9,0,1,0,0,0,1
0.54011,20.0,3.97,0.06798245614035088,0.647,7.203,2.1121,264.0,13.0,9.59,0,1,0,0,0,0
0.53412,11.61147186147186,3.97,0.0,0.5537947136563877,7.52,2.1398,264.0,13.0,7.26,0,1,0,0,0,1
0.52014,20.0,3.97,0.0,0.647,8.398,2.2885,264.0,13.0,5.91,0,1,0,0,0,1
0.82526,20.0,3.97,0.0,0.647,7.327,3.780305764966741,264.0,18.426431718061675,11.25,0,0,0,0,0,1
0.55007,20.0,3.97,0.0,0.647,7.206,1.9301,264.0,13.0,8.1,0,1,0,0,0,1
0.76162,20.0,3.97,0.0,0.647,5.56,1.9865,264.0,13.0,10.45,0,1,0,0,0,1
0.7857,20.0,3.97,0.0,0.647,7.014,2.1329,264.0,13.0,14.79,0,1,0,0,0,1
0.57834,20.0,3.97,0.0,0.575,8.297,2.4216,264.0,13.0,7.44,0,1,0,0,0,0
3.4665813199105147,11.61147186147186,3.97,0.0,0.575,6.266619256017506,2.872,264.0,13.0,12.645822510822512,1,0,0,0,0,1
0.09065,20.0,11.116921397379913,1.0,0.464,5.92,3.9175,223.0,18.426431718061675,13.65,0,0,0,0,1,0
0.29916,20.0,6.96,0.06798245614035088,0.464,5.856,4.429,223.0,18.6,13.0,1,0,0,0,1,0
0.16211,20.0,6.96,0.0,0.464,6.24,3.780305764966741,223.0,18.6,6.59,0,0,1,0,1,0
0.1146,20.0,6.96,0.06798245614035088,0.5537947136563877,6.538,3.780305764966741,223.0,18.6,7.73,1,0,0,0,1,0
0.22188,20.0,6.96,1.0,0.464,7.691,4.3665,223.0,18.6,6.58,1,0,0,0,0,0
0.05644,40.0,6.41,1.0,0.447,6.758,4.0776,254.0,17.6,3.53,1,0,0,0,1,0
0.09604,40.0,6.41,0.0,0.447,6.854,4.2673,254.0,17.6,2.98,1,0,0,0,1,0
0.10469,40.0,6.41,1.0,0.447,7.267,4.7872,254.0,17.6,6.05,1,0,0,0,1,0
0.06127,11.61147186147186,11.116921397379913,1.0,0.447,6.266619256017506,4.8628,254.0,17.6,4.16,0,0,1,0,1,0
3.4665813199105147,40.0,6.41,0.0,0.447,6.482,4.1403,254.0,17.6,7.19,1,0,0,0,1,0
0.21038,20.0,3.33,0.0,0.4429,6.812,4.1007,216.0,14.9,4.85,1,0,0,0,0,1
3.4665813199105147,20.0,3.33,0.0,0.4429,6.266619256017506,3.780305764966741,216.0,14.9,3.76,0,1,0,0,0,1
0.03705,20.0,3.33,0.0,0.4429,6.968,5.2447,216.0,14.9,4.59,1,0,0,0,0,1
0.06129,20.0,3.33,1.0,0.5537947136563877,7.645,5.2119,216.0,14.9,3.01,1,0,0,0,0,1
0.01501,90.0,1.21,1.0,0.401,7.923,5.885,198.0,13.6,3.16,0,0,1,0,1,0
0.00906,90.0,2.97,0.0,0.4,7.088,7.3073,285.0,15.3,7.85,0,0,1,0,1,0
0.01096,55.0,2.25,0.0,0.389,6.453,3.780305764966741,300.0,15.3,8.23,1,0,0,0,1,0
0.01965,80.0,1.76,0.06798245614035088,0.385,6.23,9.0892,241.0,18.2,12.93,0,0,0,0,1,0
0.03871,52.5,5.32,0.0,0.405,6.209,7.3172,293.0,16.6,7.14,1,0,0,0,0,0
0.0459,52.5,5.32,0.06798245614035088,0.405,6.315,7.3172,293.0,16.6,7.6,1,0,0,0,0,1
0.04297,11.61147186147186,11.116921397379913,0.0,0.405,6.565,7.3172,293.0,16.6,12.645822510822512,0,0,0,0,0,1
3.4665813199105147,11.61147186147186,4.95,0.0,0.5537947136563877,6.861,5.1167,245.0,18.426431718061675,3.33,0,0,1,0,1,0
0.07886,80.0,4.95,0.0,0.411,7.148,5.1167,245.0,19.2,3.56,0,0,1,0,0,0
0.03615,80.0,4.95,0.0,0.411,6.63,5.1167,245.0,19.2,4.7,0,0,0,0,1,0
3.4665813199105147,0.0,13.92,0.0,0.437,6.127,5.5027,289.0,16.0,8.58,0,0,1,0,0,0
0.08199,0.0,13.92,0.0,0.437,6.009,5.5027,289.0,16.0,10.4,1,0,0,0,1,0
0.12932,0.0,13.92,0.0,0.437,6.678,5.9604,289.0,16.0,6.27,1,0,0,0,0,0
0.05372,0.0,11.116921397379913,0.0,0.437,6.549,5.9604,289.0,16.0,7.39,1,0,0,0,1,0
0.14103,0.0,13.92,0.0,0.437,5.79,6.32,289.0,16.0,15.84,1,0,0,0,1,0
3.4665813199105147,70.0,11.116921397379913,0.0,0.4,6.345,7.8278,358.0,14.8,4.97,0,0,1,0,0,0
0.05561,70.0,2.24,0.0,0.4,6.266619256017506,7.8278,358.0,14.8,4.74,0,0,0,0,0,1
0.04417,70.0,2.24,0.0,0.4,6.266619256017506,7.8278,358.0,14.8,6.07,1,0,0,0,0,1
0.03537,34.0,6.09,0.0,0.433,6.59,5.4917,407.86170212765956,16.1,9.5,1,0,0,0,0,1
0.09266,34.0,6.09,0.0,0.5537947136563877,6.495,5.4917,329.0,16.1,12.645822510822512,0,0,1,0,0,1
0.1,34.0,6.09,0.0,0.433,6.982,3.780305764966741,329.0,16.1,4.86,0,0,0,0,0,1
0.05515,33.0,2.18,0.0,0.5537947136563877,7.236,4.022,222.0,18.426431718061675,6.93,1,0,0,0,0,1
0.05479,33.0,2.18,0.0,0.472,6.616,3.37,222.0,18.4,8.93,1,0,0,0,0,1
0.07503,33.0,2.18,0.0,0.472,6.266619256017506,3.780305764966741,222.0,18.4,6.47,0,1,0,0,0,1
0.04932,33.0,2.18,0.0,0.472,6.849,3.1827,222.0,18.426431718061675,7.53,0,1,0,0,0,1
0.49298,11.61147186147186,9.9,0.0,0.544,6.635,3.3175,304.0,18.4,4.54,0,1,0,0,1,0
0.3494,0.0,9.9,0.06798245614035088,0.544,6.266619256017506,3.1025,304.0,18.4,9.97,0,1,0,0,1,0
2.63548,0.0,9.9,0.0,0.544,4.973,2.5194,304.0,18.4,12.64,1,0,0,0,1,0
3.4665813199105147,0.0,9.9,0.0,0.544,6.122,3.780305764966741,304.0,18.4,5.98,1,0,0,0,1,0
0.26169,0.0,9.9,0.0,0.544,6.023,2.834,304.0,18.4,11.72,0,1,0,0,0,0
0.26938,0.0,9.9,0.0,0.544,6.266,3.780305764966741,304.0,18.4,7.9,0,1,0,0,1,0
0.3692,0.0,9.9,0.0,0.544,6.567,3.6023,304.0,18.4,9.28,0,1,0,0,1,0
3.4665813199105147,0.0,11.116921397379913,0.0,0.544,5.705,3.945,304.0,18.426431718061675,11.5,0,1,0,0,1,0
3.4665813199105147,0.0,9.9,0.0,0.544,5.914,3.9986,304.0,18.4,18.33,0,1,0,0,1,0
0.24522,0.0,9.9,0.0,0.544,5.782,4.0317,304.0,18.4,15.94,0,1,0,0,1,0
0.40202,0.0,9.9,0.0,0.544,6.382,3.5325,304.0,18.4,10.36,0,1,0,0,1,0
3.4665813199105147,0.0,9.9,0.0,0.544,6.113,4.0019,304.0,18.4,12.73,1,0,0,0,1,0
0.1676,0.0,7.38,0.0,0.493,6.426,4.5404,287.0,18.426431718061675,7.2,1,0,0,0,0,1
0.18159,0.0,11.116921397379913,0.0,0.493,6.376,4.5404,287.0,19.6,6.87,1,0,0,0,0,1
0.35114,0.0,7.38,0.0,0.493,6.266619256017506,4.7211,287.0,19.6,7.7,1,0,0,0,0,1
3.4665813199105147,0.0,7.38,0.0,0.493,5.708,3.780305764966741,287.0,19.6,11.74,0,1,0,0,0,1
0.34109,0.0,7.38,0.0,0.493,6.415,3.780305764966741,287.0,19.6,12.645822510822512,1,0,0,0,0,1
0.19186,0.0,7.38,0.06798245614035088,0.493,6.431,5.4159,287.0,18.426431718061675,12.645822510822512,0,0,1,0,0,1
0.30347,11.61147186147186,7.38,0.0,0.493,6.312,5.4159,287.0,19.6,6.15,0,0,0,0,0,1
0.24103,0.0,7.38,0.0,0.493,6.083,5.4159,287.0,19.6,12.79,1,0,0,0,0,1
0.06617,0.0,3.24,0.0,0.46,5.868,5.2146,430.0,16.9,9.97,0,0,1,0,1,0
0.06724,0.0,3.24,0.0,0.46,6.333,5.2146,430.0,16.9,7.34,0,0,0,0,1,0
3.4665813199105147,0.0,3.24,0.0,0.46,6.144,3.780305764966741,407.86170212765956,16.9,9.09,1,0,0,0,1,0
0.05023,35.0,6.06,0.0,0.4379,5.706,6.6407,304.0,16.9,12.43,0,0,1,0,1,0
0.03466,35.0,6.06,0.0,0.4379,6.031,6.6407,304.0,18.426431718061675,7.83,0,0,1,0,1,0
0.05083,0.0,5.19,0.0,0.5537947136563877,6.316,6.4584,224.0,20.2,5.68,1,0,0,0,0,0
0.03738,0.0,5.19,0.0,0.515,6.31,6.4584,224.0,20.2,6.75,1,0,0,0,0,1
0.03961,0.0,5.19,0.06798245614035088,0.515,6.037,5.9853,224.0,20.2,12.645822510822512,1,0,0,0,0,1
0.03427,0.0,5.19,0.0,0.5537947136563877,6.266619256017506,5.2311,407.86170212765956,20.2,9.8,1,0,0,0,0,0
0.03041,0.0,5.19,0.0,0.515,5.895,5.615,224.0,20.2,10.56,1,0,0,0,0,0
0.03306,0.0,5.19,0.06798245614035088,0.515,6.059,4.8122,224.0,20.2,12.645822510822512,1,0,0,0,0,1
0.05497,0.0,5.19,0.0,0.515,5.985,4.8122,224.0,20.2,9.74,1,0,0,0,0,1
0.06151,0.0,5.19,0.0,0.515,5.968,4.8122,224.0,20.2,9.29,1,0,0,0,0,1
0.01301,35.0,11.116921397379913,0.0,0.442,7.241,7.0379,284.0,15.5,12.645822510822512,1,0,0,0,1,0
0.02498,0.0,1.89,0.0,0.518,6.54,3.780305764966741,422.0,15.9,8.65,1,0,0,0,1,0
0.02543,55.0,3.78,0.0,0.484,6.696,5.7321,370.0,17.6,7.18,1,0,0,0,0,1
0.03049,55.0,3.78,0.0,0.484,6.874,6.4654,370.0,18.426431718061675,4.61,0,0,1,0,0,1
0.03113,0.0,4.39,0.0,0.442,6.014,8.0136,352.0,18.8,10.53,1,0,0,0,1,0
0.06162,0.0,4.39,0.06798245614035088,0.442,5.898,8.0136,407.86170212765956,18.8,12.67,1,0,0,0,1,0
0.0187,85.0,4.15,0.0,0.429,6.516,8.5353,351.0,17.9,6.36,0,0,1,0,1,0
0.01501,80.0,2.01,0.0,0.435,6.635,3.780305764966741,280.0,17.0,5.99,0,0,1,0,1,0
0.02899,40.0,1.25,0.0,0.429,6.939,8.7921,335.0,19.7,5.89,1,0,0,0,1,0
0.06211,40.0,1.25,0.0,0.429,6.49,8.7921,335.0,19.7,5.98,1,0,0,0,1,0
0.0795,60.0,1.69,0.0,0.411,6.579,10.7103,411.0,18.426431718061675,5.49,1,0,0,0,1,0
0.07244,60.0,1.69,0.0,0.411,5.884,10.7103,411.0,18.3,7.79,0,0,1,0,1,0
0.01709,90.0,2.02,0.0,0.41,6.728,12.1265,187.0,18.426431718061675,4.5,1,0,0,0,0,0
0.04301,80.0,1.91,0.0,0.413,5.663,10.5857,407.86170212765956,22.0,8.05,0,0,1,0,1,0
0.10659,80.0,1.91,0.06798245614035088,0.413,5.936,10.5857,407.86170212765956,18.426431718061675,5.57,0,0,1,0,1,0
8.98296,0.0,18.1,1.0,0.77,6.212,2.1222,666.0,20.2,17.6,0,1,0,1,0,0
3.8497,0.0,18.1,1.0,0.77,6.266619256017506,3.780305764966741,407.86170212765956,20.2,13.27,0,1,0,1,0,0
5.20177,0.0,18.1,1.0,0.77,6.127,2.7227,666.0,20.2,11.48,0,1,0,1,0,0
4.26131,0.0,18.1,0.0,0.77,6.112,2.5091,666.0,20.2,12.67,0,1,0,1,0,0
3.4665813199105147,0.0,18.1,0.0,0.77,6.266619256017506,2.5182,666.0,18.426431718061675,7.79,0,1,0,1,0,0
3.83684,0.0,18.1,0.0,0.77,6.251,2.2955,666.0,20.2,14.19,0,1,0,1,0,0
3.67822,0.0,18.1,0.0,0.77,5.362,2.1036,666.0,20.2,10.19,0,1,0,1,0,0
4.22239,0.0,18.1,1.0,0.5537947136563877,5.803,1.9047,407.86170212765956,20.2,14.64,0,1,0,0,0,0
3.47428,0.0,18.1,1.0,0.718,8.78,1.9047,666.0,20.2,5.29,0,1,0,1,0,0
4.55587,0.0,11.116921397379913,0.0,0.718,3.561,1.6132,666.0,20.2,7.12,0,1,0,1,0,0
3.69695,0.0,18.1,0.0,0.718,4.963,1.7523,666.0,20.2,12.645822510822512,0,1,0,1,0,0
13.5222,0.0,18.1,0.0,0.631,3.863,1.5106,666.0,20.2,13.33,0,1,0,1,0,0
4.89822,0.0,18.1,0.0,0.631,4.97,1.3325,407.86170212765956,20.2,3.26,0,1,0,1,0,0
5.66998,0.0,18.1,1.0,0.631,6.683,1.3567,666.0,20.2,3.73,0,1,0,1,0,0
3.4665813199105147,0.0,18.1,1.0,0.631,7.016,3.780305764966741,666.0,20.2,2.96,0,1,0,1,0,0
9.2323,0.0,18.1,0.0,0.631,6.266619256017506,1.1691,666.0,20.2,9.53,0,1,0,1,0,0
8.26725,0.0,11.116921397379913,1.0,0.668,5.875,1.1296,666.0,20.2,8.88,0,1,0,1,0,0
11.1081,0.0,18.1,0.06798245614035088,0.668,4.906,1.1742,666.0,18.426431718061675,34.77,0,1,0,0,0,0
18.4982,0.0,18.1,0.0,0.668,4.138,1.137,666.0,20.2,37.97,0,0,0,1,0,0
19.6091,0.0,18.1,0.0,0.671,6.266619256017506,1.3163,666.0,20.2,13.44,0,1,0,1,0,0
15.288,0.0,18.1,0.0,0.671,6.649,1.3449,666.0,20.2,23.24,0,0,0,1,0,0
9.82349,0.0,18.1,0.0,0.671,6.794,1.358,666.0,20.2,21.24,0,1,0,1,0,0
23.6482,0.0,18.1,0.0,0.671,6.38,1.3861,666.0,20.2,23.69,0,1,0,1,0,0
17.8667,0.0,18.1,0.0,0.671,6.223,1.3861,666.0,20.2,21.78,0,1,0,1,0,0
88.9762,0.0,18.1,0.0,0.671,6.968,1.4165,666.0,20.2,17.21,0,1,0,1,0,0
15.8744,0.0,18.1,0.0,0.671,6.266619256017506,1.5192,666.0,20.2,21.08,0,1,0,1,0,0
9.18702,0.0,18.1,0.0,0.7,5.536,1.5804,666.0,20.2,23.6,0,1,0,1,0,0
7.99248,0.0,18.1,0.0,0.7,5.52,3.780305764966741,666.0,20.2,24.56,0,1,0,1,0,0
20.0849,0.0,11.116921397379913,0.06798245614035088,0.7,4.368,3.780305764966741,666.0,20.2,30.63,0,1,0,1,0,0
16.8118,0.0,18.1,0.0,0.7,5.277,1.4261,666.0,20.2,30.81,0,1,0,1,0,0
24.3938,0.0,18.1,0.0,0.7,4.652,1.4672,666.0,20.2,28.28,0,1,0,1,0,0
22.5971,11.61147186147186,18.1,0.0,0.7,5.0,1.5184,407.86170212765956,20.2,31.99,0,1,0,1,0,0
14.3337,0.0,18.1,0.0,0.7,4.88,1.5895,666.0,20.2,30.62,0,1,0,1,0,0
8.15174,0.0,18.1,0.0,0.7,5.39,1.7281,666.0,20.2,20.85,0,1,0,1,0,0
6.96215,0.0,18.1,0.0,0.5537947136563877,5.713,1.9265,666.0,18.426431718061675,17.11,0,1,0,1,0,0
5.29305,0.0,18.1,0.0,0.7,6.051,2.1678,666.0,20.2,18.76,0,1,0,1,0,0
11.5779,0.0,18.1,0.0,0.7,5.036,3.780305764966741,666.0,20.2,25.68,0,1,0,1,0,0
8.64476,0.0,18.1,0.0,0.693,6.266619256017506,3.780305764966741,666.0,18.426431718061675,15.17,0,1,0,1,0,0
3.4665813199105147,0.0,18.1,0.0,0.693,5.887,1.7821,666.0,20.2,12.645822510822512,0,1,0,1,0,0
8.71675,0.0,18.1,0.0,0.693,6.471,1.7257,666.0,20.2,17.12,0,0,0,1,0,0
5.87205,0.0,18.1,0.0,0.693,6.405,1.6768,666.0,20.2,19.37,0,1,0,1,0,0
7.67202,0.0,18.1,0.06798245614035088,0.693,5.747,1.6334,666.0,18.426431718061675,19.92,0,1,0,1,0,0
3.4665813199105147,0.0,18.1,0.0,0.693,5.453,1.4896,666.0,20.2,12.645822510822512,0,1,0,0,0,0
9.91655,11.61147186147186,11.116921397379913,0.0,0.5537947136563877,5.852,1.5004,666.0,20.2,29.97,0,1,0,1,0,0
25.0461,11.61147186147186,18.1,0.0,0.693,5.987,1.5888,666.0,20.2,26.77,0,1,0,1,0,0
14.2362,0.0,18.1,0.0,0.693,6.343,1.5741,666.0,18.426431718061675,20.32,0,1,0,1,0,0
9.59571,0.0,18.1,0.06798245614035088,0.693,6.404,1.639,666.0,20.2,20.31,0,1,0,1,0,0
3.4665813199105147,0.0,18.1,0.06798245614035088,0.693,5.349,1.7028,666.0,20.2,19.77,0,1,0,0,0,0
41.5292,0.0,18.1,0.0,0.693,5.531,1.6074,666.0,20.2,27.38,0,1,0,1,0,0
67.9208,11.61147186147186,18.1,0.0,0.693,5.683,1.4254,666.0,20.2,22.98,0,1,0,1,0,0
20.7162,0.0,18.1,0.0,0.659,4.138,1.1781,666.0,20.2,12.645822510822512,0,1,0,1,0,0
11.9511,0.0,18.1,0.0,0.659,5.608,1.2852,666.0,20.2,12.645822510822512,0,1,0,1,0,0
7.40389,0.0,18.1,0.0,0.5537947136563877,5.617,1.4547,666.0,20.2,26.4,0,1,0,1,0,0
14.4383,11.61147186147186,18.1,0.0,0.5537947136563877,6.852,1.4655,666.0,20.2,19.78,0,1,0,1,0,0
51.1358,0.0,18.1,0.0,0.597,5.757,1.413,666.0,20.2,10.11,0,0,0,1,0,0
14.0507,0.0,18.1,0.0,0.597,6.657,1.5275,666.0,18.426431718061675,21.22,0,1,0,1,0,0
18.811,0.0,18.1,0.0,0.597,6.266619256017506,1.5539,666.0,18.426431718061675,34.37,0,0,0,1,0,0
3.4665813199105147,0.0,18.1,0.0,0.597,5.155,1.5894,666.0,20.2,20.08,0,1,0,1,0,0
45.7461,0.0,18.1,0.0,0.693,4.519,1.6582,666.0,20.2,36.98,0,1,0,1,0,0
18.0846,0.0,18.1,0.0,0.679,6.266619256017506,1.8347,666.0,20.2,29.05,0,1,0,1,0,0
3.4665813199105147,0.0,18.1,0.0,0.679,6.266619256017506,1.8195,666.0,20.2,25.79,0,1,0,1,0,0
25.9406,0.0,18.1,0.0,0.679,5.304,1.6475,666.0,20.2,26.64,0,1,0,1,0,0
73.5341,0.0,18.1,0.0,0.679,5.957,1.8026,666.0,20.2,20.62,0,1,0,1,0,0
3.4665813199105147,0.0,18.1,0.0,0.718,6.824,1.794,666.0,20.2,22.74,0,1,0,1,0,0
3.4665813199105147,0.0,18.1,0.06798245614035088,0.718,6.411,1.8589,666.0,20.2,15.02,0,1,0,1,0,0
7.02259,0.0,11.116921397379913,0.0,0.718,6.006,1.8746,666.0,20.2,15.7,0,1,0,1,0,0
12.0482,0.0,18.1,0.0,0.614,5.648,1.9512,666.0,20.2,14.1,0,1,0,1,0,0
7.05042,0.0,18.1,0.0,0.614,6.103,2.0218,666.0,20.2,23.29,0,1,0,1,0,0
3.4665813199105147,0.0,18.1,0.0,0.5537947136563877,5.565,2.0635,666.0,20.2,17.16,0,1,0,1,0,0
3.4665813199105147,11.61147186147186,18.1,0.06798245614035088,0.679,5.896,1.9096,666.0,20.2,24.39,0,1,0,1,0,0
12.2472,0.0,18.1,0.0,0.584,5.837,1.9976,666.0,20.2,12.645822510822512,1,0,0,1,0,0
37.6619,0.0,18.1,0.0,0.679,6.202,1.8629,666.0,20.2,14.52,0,1,0,1,0,0
3.4665813199105147,0.0,18.1,0.0,0.679,6.193,1.9356,666.0,20.2,21.52,0,1,0,1,0,0
9.33889,0.0,18.1,0.0,0.679,6.266619256017506,1.9682,666.0,20.2,24.08,0,1,0,0,0,0
8.49213,0.0,18.1,0.0,0.584,6.348,2.0527,666.0,20.2,17.64,0,1,0,1,0,0
10.0623,0.0,18.1,0.0,0.584,6.833,2.0882,666.0,20.2,19.69,0,1,0,1,0,0
6.44405,0.0,18.1,0.0,0.584,6.425,3.780305764966741,666.0,20.2,12.03,0,1,0,1,0,0
5.58107,0.0,18.1,0.0,0.5537947136563877,6.436,3.780305764966741,666.0,20.2,16.22,0,1,0,1,0,0
13.9134,11.61147186147186,18.1,0.0,0.713,6.208,2.2222,666.0,20.2,15.17,0,1,0,1,0,0
11.1604,0.0,11.116921397379913,0.0,0.74,6.629,2.1247,666.0,20.2,23.27,0,1,0,1,0,0
14.4208,0.0,18.1,0.0,0.74,6.461,2.0026,666.0,20.2,18.05,0,1,0,1,0,0
3.4665813199105147,0.0,18.1,0.0,0.74,6.152,1.9142,666.0,20.2,26.45,0,1,0,1,0,0
3.4665813199105147,0.0,18.1,0.0,0.74,5.935,1.8206,666.0,20.2,34.02,0,1,0,1,0,0
3.4665813199105147,0.0,18.1,0.0,0.5537947136563877,5.627,1.8172,666.0,20.2,22.88,0,1,0,1,0,0
22.0511,11.61147186147186,18.1,0.0,0.74,5.818,1.8662,666.0,18.426431718061675,22.11,0,1,0,1,0,0
9.72418,0.0,18.1,0.06798245614035088,0.74,6.406,2.0651,666.0,20.2,19.52,0,1,0,1,0,0
5.66637,0.0,18.1,0.0,0.74,6.219,2.0048,666.0,20.2,16.59,0,1,0,1,0,0
9.96654,11.61147186147186,18.1,0.06798245614035088,0.74,6.485,1.9784,666.0,20.2,18.85,0,1,0,1,0,0
3.4665813199105147,0.0,18.1,0.06798245614035088,0.74,5.854,1.8956,666.0,18.426431718061675,23.79,0,1,0,1,0,0
10.6718,0.0,18.1,0.0,0.5537947136563877,6.459,1.9879,666.0,20.2,23.98,0,1,0,1,0,0
6.28807,0.0,18.1,0.0,0.74,6.266619256017506,2.072,407.86170212765956,20.2,17.79,0,1,0,1,0,0
9.92485,0.0,18.1,0.0,0.5537947136563877,6.251,2.198,666.0,20.2,16.44,0,1,0,1,0,0
9.32909,11.61147186147186,18.1,0.0,0.713,6.185,3.780305764966741,666.0,20.2,18.13,0,0,0,1,0,0
7.52601,0.0,18.1,0.0,0.713,6.417,3.780305764966741,666.0,20.2,19.31,0,1,0,1,0,0
6.71772,0.0,18.1,0.0,0.713,6.749,2.3236,407.86170212765956,20.2,17.44,0,1,0,0,0,0
5.44114,0.0,18.1,0.0,0.713,6.655,2.3552,666.0,20.2,17.73,0,1,0,1,0,0
5.09017,0.0,18.1,0.0,0.713,6.297,2.3682,407.86170212765956,20.2,17.27,0,1,0,1,0,0
8.24809,0.0,18.1,0.0,0.713,7.393,2.4527,666.0,18.426431718061675,16.74,0,0,0,1,0,0
3.4665813199105147,0.0,18.1,0.0,0.713,6.728,3.780305764966741,666.0,20.2,18.71,0,1,0,1,0,0
4.75237,0.0,18.1,0.0,0.713,6.525,2.4358,666.0,20.2,18.13,0,1,0,1,0,0
4.66883,0.0,18.1,0.0,0.5537947136563877,5.976,2.5806,666.0,20.2,19.01,0,1,0,1,0,0
8.20058,0.0,18.1,0.0,0.713,5.936,2.7792,666.0,20.2,16.94,0,1,0,1,0,0
7.75223,0.0,18.1,0.0,0.713,6.301,2.7831,407.86170212765956,20.2,16.23,0,1,0,1,0,0
6.80117,0.0,18.1,0.0,0.713,6.081,2.7175,666.0,18.426431718061675,12.645822510822512,0,1,0,1,0,0
4.81213,0.0,18.1,0.0,0.713,6.701,2.5975,666.0,20.2,12.645822510822512,0,1,0,1,0,0
3.69311,0.0,18.1,0.0,0.713,6.376,2.5671,666.0,20.2,14.65,0,1,0,1,0,0
6.65492,0.0,18.1,0.0,0.713,6.317,2.7344,666.0,20.2,13.99,0,1,0,1,0,0
5.82115,0.0,18.1,0.06798245614035088,0.713,6.513,2.8016,666.0,20.2,10.29,0,1,0,1,0,0
7.83932,0.0,18.1,0.0,0.655,6.209,2.9634,666.0,20.2,13.22,0,1,0,1,0,0
3.1636,0.0,11.116921397379913,0.0,0.5537947136563877,6.266619256017506,3.0665,666.0,18.426431718061675,14.13,1,0,0,1,0,0
3.77498,0.0,11.116921397379913,0.0,0.655,5.952,2.8715,666.0,20.2,17.15,0,1,0,1,0,0
4.42228,0.0,18.1,0.06798245614035088,0.584,6.003,2.5403,666.0,20.2,21.32,0,1,0,0,0,0
15.5757,0.0,18.1,0.0,0.58,5.926,2.9084,666.0,20.2,18.13,0,1,0,1,0,0
13.0751,0.0,18.1,0.0,0.58,5.713,2.8237,666.0,18.426431718061675,14.76,1,0,0,1,0,0
4.34879,0.0,18.1,0.0,0.58,6.167,3.0334,666.0,20.2,16.29,0,0,0,1,0,0
4.03841,0.0,18.1,0.0,0.532,6.229,3.0993,666.0,20.2,12.87,0,1,0,1,0,0
3.4665813199105147,0.0,18.1,0.06798245614035088,0.58,6.437,2.8965,666.0,20.2,14.36,0,1,0,1,0,0
4.64689,0.0,18.1,0.0,0.5537947136563877,6.98,2.5329,666.0,20.2,11.66,0,1,0,1,0,0
8.05579,0.0,18.1,0.0,0.584,5.427,2.4298,666.0,20.2,18.14,0,1,0,0,0,0
6.39312,0.0,18.1,0.0,0.584,6.162,2.206,407.86170212765956,20.2,12.645822510822512,0,1,0,1,0,0
4.87141,0.0,18.1,0.0,0.614,6.484,3.780305764966741,666.0,20.2,18.68,0,1,0,1,0,0
15.0234,0.0,18.1,0.0,0.614,5.304,2.1007,666.0,20.2,24.91,0,1,0,1,0,0
